Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
73,63,6,8.8,6.5,High,Low,Limited,Hosteller,45,No,40,Pass
100,90,5,7.2,4.7,Medium,High,Limited,DayScholar,59,Yes,65,Pass
87,83,1,4.0,8.5,Medium,High,Unlimited,DayScholar,24,Yes,47,Pass
100,73,7,5.9,4.8,Low,Low,Limited,DayScholar,40,Yes,50,Pass
85,85,0,10.0,9.0,Low,Medium,Unlimited,DayScholar,34,Yes,66,Pass
87,63,3,6.9,4.3,Medium,Medium,Unlimited,DayScholar,26,No,54,Pass
76,62,2,9.4,7.9,Low,Low,Unlimited,Hosteller,11,Yes,60,Pass
60,61,1,9.5,9.0,High,Low,Unlimited,DayScholar,103,No,37,Pass
89,59,5,6.6,4.1,Medium,Medium,Limited,Hosteller,63,Yes,47,Pass
36,86,2,7.2,4.8,Medium,High,Limited,Hosteller,6,Yes,27,Fail
51,71,3,8.4,6.1,Medium,Low,Unlimited,DayScholar,76,No,35,Pass
84,64,1,2.5,7.5,High,Medium,Unlimited,Hosteller,19,Yes,41,Pass
42,90,9,9.2,3.4,Medium,Low,Limited,Hosteller,13,No,26,Fail
78,73,7,5.6,7.8,Medium,High,Unlimited,Hosteller,0,Yes,36,Pass
73,64,3,7.8,6.2,High,Low,Unlimited,Hosteller,14,Yes,36,Pass
94,85,7,8.2,5.3,High,Medium,Unlimited,DayScholar,30,Yes,63,Pass
74,96,0,4.2,5.4,Medium,High,Unlimited,Hosteller,71,No,52,Pass
81,63,8,3.3,6.0,Medium,Medium,Limited,Hosteller,41,No,40,Pass
52,86,7,5.4,3.4,Low,Medium,Unlimited,DayScholar,54,No,28,Fail
42,94,4,3.9,6.9,Low,High,Unlimited,DayScholar,21,Yes,20,Fail
71,58,1,8.6,7.7,Low,High,Unlimited,DayScholar,14,Yes,44,Pass
48,79,1,4.0,8.0,High,Medium,Limited,DayScholar,11,Yes,26,Fail
94,100,9,10.0,9.6,High,Medium,Unlimited,DayScholar,38,No,52,Pass
88,68,10,3.7,6.3,Low,High,Limited,DayScholar,47,No,36,Pass
79,64,10,9.1,5.0,High,Low,Unlimited,DayScholar,116,No,41,Pass
80,68,6,6.2,5.2,Low,High,Limited,DayScholar,36,No,45,Pass
99,89,8,8.3,4.8,High,Medium,Limited,Hosteller,116,No,65,Pass
73,76,3,8.5,7.7,Low,High,Unlimited,DayScholar,43,No,51,Pass
67,95,1,8.5,9.0,Medium,Medium,Unlimited,DayScholar,111,Yes,45,Pass
74,85,2,0.3,3.3,Low,Medium,Unlimited,DayScholar,14,No,42,Pass
100,85,4,2.8,9.7,Low,Medium,Unlimited,DayScholar,17,No,59,Pass
96,74,2,4.0,3.2,Low,Medium,Limited,DayScholar,42,Yes,47,Pass
30,90,1,7.7,9.7,High,High,Limited,Hosteller,37,No,9,Fail
39,89,9,6.3,6.2,Low,Medium,Unlimited,Hosteller,51,No,28,Fail
35,89,4,2.3,4.9,Medium,Low,Unlimited,DayScholar,6,No,30,Fail
96,59,2,3.5,6.7,Low,Low,Unlimited,DayScholar,59,No,60,Pass
68,92,8,3.5,3.1,Medium,Low,Limited,Hosteller,57,Yes,35,Pass
50,75,2,8.2,7.4,Low,Medium,Limited,Hosteller,6,Yes,48,Pass
85,54,9,5.2,5.3,Medium,Medium,Unlimited,Hosteller,12,No,42,Pass
93,75,4,5.9,7.8,Medium,High,Unlimited,DayScholar,101,No,61,Pass
88,83,4,6.9,4.6,Low,Medium,Unlimited,DayScholar,21,Yes,72,Pass
76,99,5,1.7,7.2,High,Low,Limited,DayScholar,22,No,46,Pass
86,62,10,8.8,8.4,Low,High,Unlimited,Hosteller,82,No,37,Pass
42,94,9,9.4,5.3,Low,Low,Unlimited,Hosteller,70,Yes,22,Fail
94,61,5,6.1,4.7,Low,High,Limited,DayScholar,53,No,59,Pass
59,90,5,9.1,9.3,Low,Low,Limited,Hosteller,33,Yes,41,Pass
92,75,4,3.7,8.8,Medium,Medium,Limited,Hosteller,103,No,59,Pass
43,84,6,8.9,5.7,Medium,High,Unlimited,DayScholar,30,Yes,20,Fail
92,98,5,1.4,9.7,High,Low,Limited,Hosteller,116,Yes,43,Pass
33,89,10,5.4,7.2,Low,Medium,Limited,Hosteller,83,Yes,14,Fail
90,100,5,7.7,7.5,High,High,Unlimited,DayScholar,15,No,46,Pass
87,83,5,8.4,6.0,Low,Medium,Unlimited,DayScholar,28,No,73,Pass
44,94,6,7.8,9.3,High,Medium,Limited,Hosteller,58,No,20,Fail
93,89,2,5.3,6.8,Low,Medium,Limited,DayScholar,34,Yes,59,Pass
54,94,0,1.4,3.8,Low,Medium,Unlimited,Hosteller,52,Yes,31,Fail
94,69,6,1.6,8.7,Medium,Low,Limited,DayScholar,41,No,51,Pass
42,99,9,7.8,5.1,Low,Medium,Unlimited,DayScholar,56,No,26,Fail
99,80,3,4.8,4.2,Medium,Low,Unlimited,Hosteller,106,No,65,Pass
81,94,7,4.0,6.7,Medium,Medium,Unlimited,DayScholar,49,No,44,Pass
61,58,2,9.6,7.9,Medium,Medium,Unlimited,Hosteller,38,Yes,35,Pass
35,75,4,5.5,9.1,Low,Medium,Unlimited,DayScholar,35,Yes,15,Fail
56,77,5,6.7,5.3,Low,Low,Unlimited,DayScholar,115,No,49,Pass
96,76,8,3.7,3.9,Low,High,Limited,DayScholar,41,No,51,Pass
94,74,0,5.1,10.0,Low,Medium,Unlimited,DayScholar,9,Yes,60,Pass
51,77,3,5.2,6.3,Medium,Medium,Unlimited,DayScholar,32,Yes,28,Fail
93,62,9,4.3,8.4,Medium,Low,Unlimited,Hosteller,18,No,41,Pass
78,72,2,7.7,9.6,Low,Low,Unlimited,Hosteller,118,Yes,47,Pass
97,58,4,0.8,4.8,Low,Medium,Limited,DayScholar,61,No,46,Pass
83,86,9,1.9,8.4,Medium,Low,Limited,Hosteller,48,Yes,46,Pass
40,81,2,6.7,7.9,Medium,Medium,Limited,DayScholar,41,Yes,36,Pass
94,91,6,2.1,3.9,High,Low,Unlimited,Hosteller,8,No,42,Pass
54,99,2,1.9,9.1,Low,Low,Unlimited,DayScholar,73,Yes,32,Fail
94,64,4,8.3,3.8,High,Medium,Unlimited,DayScholar,91,No,44,Pass
88,65,9,5.0,3.0,Low,Medium,Unlimited,DayScholar,80,Yes,38,Pass
49,78,7,7.9,8.7,Medium,Low,Limited,DayScholar,39,Yes,36,Pass
95,69,10,9.4,9.6,Medium,High,Limited,Hosteller,0,Yes,45,Pass
77,98,0,7.7,6.1,Medium,Low,Limited,Hosteller,62,Yes,52,Pass
76,52,1,8.6,8.2,Low,High,Limited,DayScholar,116,Yes,37,Pass
94,63,5,5.4,7.4,Low,Medium,Unlimited,DayScholar,36,Yes,57,Pass
97,55,0,8.6,8.7,Low,High,Unlimited,DayScholar,41,Yes,66,Pass
84,94,4,3.4,7.6,Medium,Low,Limited,DayScholar,86,No,56,Pass
73,52,4,4.3,4.8,Medium,Low,Limited,Hosteller,29,No,42,Pass
65,61,0,9.6,3.9,Medium,High,Limited,Hosteller,88,No,36,Pass
57,98,2,6.2,8.6,Low,Medium,Limited,DayScholar,37,No,39,Pass
84,89,3,4.2,4.9,Low,High,Limited,DayScholar,21,Yes,47,Pass
65,83,6,9.0,6.0,Low,High,Limited,Hosteller,20,Yes,35,Pass
96,82,4,6.0,5.1,Medium,High,Limited,DayScholar,91,No,54,Pass
94,96,2,8.4,10.0,High,Low,Limited,Hosteller,65,Yes,50,Pass
77,52,3,8.7,5.0,High,Low,Unlimited,Hosteller,47,Yes,42,Pass
51,95,7,1.4,7.5,Low,Medium,Unlimited,Hosteller,113,No,28,Fail
86,79,6,5.2,9.3,Medium,Low,Limited,DayScholar,43,No,55,Pass
31,94,2,2.3,9.7,Low,Medium,Unlimited,Hosteller,97,No,8,Fail
40,80,1,9.5,6.9,High,Medium,Unlimited,Hosteller,101,No,30,Fail
61,96,6,8.4,5.9,Low,Low,Limited,Hosteller,74,No,40,Pass
93,85,6,8.3,9.1,Medium,Low,Limited,DayScholar,118,Yes,61,Pass
43,77,4,5.0,4.5,Medium,High,Unlimited,Hosteller,60,Yes,24,Fail
83,98,2,5.8,6.5,Medium,Medium,Limited,DayScholar,76,No,57,Pass
68,52,8,8.3,4.2,Medium,Medium,Unlimited,DayScholar,27,No,42,Pass
93,80,5,3.9,9.0,Medium,Low,Unlimited,Hosteller,112,No,56,Pass
76,79,5,7.7,9.2,Medium,Medium,Limited,Hosteller,113,Yes,48,Pass
34,52,3,9.9,4.6,Medium,Medium,Limited,Hosteller,25,No,19,Fail
40,74,4,4.7,5.6,Low,Low,Unlimited,DayScholar,95,Yes,18,Fail
38,76,2,3.4,9.7,Medium,Low,Limited,Hosteller,11,No,28,Fail
93,85,2,2.6,7.8,Low,High,Unlimited,DayScholar,21,Yes,49,Pass
91,99,10,3.7,8.2,Low,High,Limited,DayScholar,1,No,42,Pass
100,81,6,9.8,5.5,High,High,Limited,DayScholar,32,No,69,Pass
66,93,5,7.1,9.9,High,Low,Unlimited,Hosteller,75,No,35,Pass
92,88,6,4.9,7.6,Low,High,Unlimited,Hosteller,85,Yes,45,Pass
40,72,0,6.1,5.8,Medium,Low,Limited,DayScholar,60,Yes,15,Fail
91,92,1,8.9,6.6,Low,Low,Unlimited,Hosteller,1,Yes,80,Pass
51,76,7,5.2,8.6,Medium,Medium,Unlimited,Hosteller,23,No,31,Fail
36,87,1,9.1,4.1,Medium,Medium,Limited,DayScholar,53,No,42,Pass
75,56,5,5.7,8.6,Low,Medium,Unlimited,Hosteller,92,No,39,Pass
83,72,3,9.0,6.7,Medium,High,Unlimited,Hosteller,26,Yes,45,Pass
35,100,6,7.1,6.7,Low,Medium,Unlimited,DayScholar,55,Yes,28,Fail
77,99,3,7.8,5.1,High,High,Unlimited,DayScholar,69,Yes,39,Pass
93,80,4,7.4,5.7,Medium,Low,Unlimited,Hosteller,72,No,68,Pass
83,73,7,8.5,6.5,Low,Medium,Unlimited,Hosteller,81,No,41,Pass
75,69,0,9.2,8.5,Low,Medium,Limited,Hosteller,97,No,61,Pass
68,87,10,6.5,7.1,High,Low,Unlimited,DayScholar,17,No,43,Pass
47,99,2,3.9,5.3,Low,Medium,Limited,DayScholar,106,No,35,Pass
79,60,4,7.8,3.6,Medium,Medium,Unlimited,DayScholar,10,No,40,Pass
70,99,1,0.6,3.6,Medium,Medium,Unlimited,DayScholar,46,No,40,Pass
41,60,6,2.4,8.2,Medium,Low,Limited,DayScholar,18,Yes,16,Fail
99,50,9,0.9,6.7,Medium,Low,Limited,DayScholar,11,Yes,35,Pass
31,94,7,9.9,9.0,High,Medium,Limited,DayScholar,45,No,22,Fail
38,79,3,1.7,7.4,Medium,Low,Limited,DayScholar,112,No,24,Fail
90,77,9,8.0,5.7,Low,Low,Limited,DayScholar,110,Yes,59,Pass
93,93,2,1.9,7.4,Low,Low,Limited,DayScholar,79,Yes,54,Pass
83,91,3,4.4,7.4,Medium,Medium,Limited,Hosteller,57,Yes,45,Pass
95,71,2,8.7,9.6,Low,Low,Unlimited,Hosteller,68,No,68,Pass
45,73,0,9.7,6.5,Medium,High,Limited,DayScholar,11,Yes,33,Fail
38,50,8,7.4,5.3,Low,Medium,Limited,DayScholar,84,No,18,Fail
85,76,0,4.3,7.3,High,Medium,Unlimited,DayScholar,32,Yes,49,Pass
95,59,6,5.0,5.4,High,Medium,Limited,DayScholar,15,No,50,Pass
81,73,0,8.8,7.5,Medium,Low,Unlimited,Hosteller,9,Yes,56,Pass
31,86,10,8.7,5.0,Low,High,Unlimited,DayScholar,77,No,16,Fail
90,72,2,8.2,9.5,High,Low,Unlimited,DayScholar,27,Yes,52,Pass
100,74,5,0.1,7.5,Medium,Medium,Unlimited,DayScholar,69,No,46,Pass
82,65,7,7.8,6.3,Low,Medium,Unlimited,DayScholar,52,No,56,Pass
80,98,6,8.2,5.3,Low,Low,Unlimited,Hosteller,16,Yes,64,Pass
46,69,1,6.1,5.8,High,Low,Unlimited,DayScholar,11,No,29,Fail
59,84,6,7.9,7.0,Low,Medium,Unlimited,DayScholar,82,Yes,45,Pass
74,62,1,9.3,6.5,Low,Low,Unlimited,DayScholar,43,No,50,Pass
66,84,3,6.9,3.9,Low,Low,Limited,Hosteller,86,No,46,Pass
52,98,10,6.3,8.8,Medium,Low,Unlimited,Hosteller,15,Yes,29,Fail
85,70,9,7.8,5.0,High,Medium,Limited,DayScholar,67,No,35,Pass
97,64,10,6.6,9.7,Low,Low,Unlimited,DayScholar,32,No,47,Pass
97,95,0,2.9,6.8,Medium,Low,Limited,Hosteller,110,No,71,Pass
50,92,5,7.7,4.9,Medium,High,Unlimited,DayScholar,88,No,32,Fail
86,81,1,0.1,7.5,Medium,Medium,Limited,Hosteller,103,Yes,42,Pass
85,88,6,2.2,9.9,Low,Low,Limited,Hosteller,116,No,49,Pass
85,75,4,7.2,8.6,Medium,High,Limited,DayScholar,109,No,51,Pass
83,80,4,7.4,5.6,Medium,High,Limited,DayScholar,105,Yes,41,Pass
35,95,7,4.6,4.6,Medium,Low,Unlimited,Hosteller,49,Yes,12,Fail
83,91,1,9.3,6.2,High,Medium,Unlimited,DayScholar,13,No,56,Pass
61,85,5,2.4,7.9,Medium,Medium,Limited,DayScholar,75,No,36,Pass
38,87,0,2.8,9.7,Low,Medium,Limited,DayScholar,53,No,32,Fail
73,56,6,7.2,5.9,Medium,Medium,Limited,DayScholar,64,No,36,Pass
100,76,0,3.9,6.8,Low,Medium,Unlimited,Hosteller,112,Yes,71,Pass
81,85,10,0.6,4.4,Low,High,Unlimited,DayScholar,92,No,39,Pass
56,91,2,8.8,7.2,Low,Medium,Limited,DayScholar,37,No,47,Pass
100,91,7,6.1,9.5,High,Low,Unlimited,DayScholar,2,No,49,Pass
78,61,3,9.6,8.5,Medium,Low,Limited,Hosteller,115,Yes,41,Pass
84,62,7,6.8,5.8,Medium,Low,Limited,Hosteller,98,No,43,Pass
48,81,4,3.9,6.5,Low,Medium,Unlimited,Hosteller,36,No,23,Fail
81,58,2,5.8,4.9,Low,Low,Limited,DayScholar,95,No,50,Pass
91,87,4,8.9,6.0,Low,Low,Unlimited,DayScholar,19,No,74,Pass
88,59,10,9.1,7.1,Low,Low,Limited,DayScholar,74,No,48,Pass
76,93,5,10.0,5.1,High,High,Unlimited,Hosteller,57,Yes,36,Pass
60,96,5,6.3,6.0,Medium,Low,Limited,Hosteller,5,No,49,Pass
82,73,10,10.0,6.1,Low,High,Limited,Hosteller,25,Yes,47,Pass
47,95,3,6.4,8.6,Medium,High,Limited,DayScholar,3,No,38,Pass
50,94,4,7.5,4.8,Medium,Medium,Unlimited,DayScholar,56,No,35,Pass
86,86,3,4.3,7.7,Medium,High,Limited,DayScholar,71,Yes,47,Pass
90,77,8,5.5,3.9,Medium,High,Unlimited,DayScholar,58,No,52,Pass
46,91,0,7.9,7.1,High,Low,Unlimited,DayScholar,93,No,30,Fail
45,92,0,9.6,6.7,Medium,Medium,Unlimited,Hosteller,84,No,40,Pass
98,81,8,4.8,3.8,Medium,Low,Unlimited,Hosteller,49,Yes,52,Pass
88,86,2,0.3,7.0,Low,High,Limited,DayScholar,69,Yes,45,Pass
78,59,0,7.7,7.0,Medium,High,Unlimited,Hosteller,43,No,44,Pass
52,64,0,5.2,7.3,Low,Medium,Unlimited,DayScholar,22,Yes,38,Pass
98,86,1,0.5,3.6,Low,Medium,Limited,Hosteller,71,No,53,Pass
82,86,1,4.5,4.3,Medium,Medium,Unlimited,DayScholar,12,Yes,58,Pass
98,85,8,5.6,8.3,Medium,Medium,Limited,DayScholar,19,No,72,Pass
77,59,5,6.6,9.5,Medium,Low,Unlimited,Hosteller,47,No,43,Pass
30,98,2,8.7,3.7,Medium,Low,Limited,DayScholar,28,Yes,31,Fail
94,89,5,3.6,7.5,Medium,High,Limited,DayScholar,56,No,50,Pass
71,82,3,2.1,3.4,Low,Low,Limited,DayScholar,60,Yes,46,Pass
93,84,1,5.9,3.2,Low,Medium,Limited,DayScholar,48,No,74,Pass
42,78,0,1.8,7.0,High,Low,Limited,Hosteller,3,Yes,20,Fail
88,76,6,4.6,7.9,Low,Medium,Limited,Hosteller,5,No,58,Pass
84,86,8,4.1,8.4,Low,High,Unlimited,Hosteller,57,No,40,Pass
89,90,1,1.1,7.0,High,Medium,Limited,DayScholar,118,No,45,Pass
71,99,9,2.8,4.3,Low,Low,Unlimited,DayScholar,72,Yes,36,Pass
54,96,0,1.2,3.0,Medium,Low,Limited,DayScholar,51,No,39,Pass
51,80,8,5.1,5.4,Low,Medium,Limited,DayScholar,25,Yes,26,Fail
39,73,3,3.5,8.3,High,Low,Limited,DayScholar,119,No,16,Fail
70,95,4,3.0,7.0,Low,Low,Limited,Hosteller,10,Yes,42,Pass
51,92,3,8.8,6.3,High,Medium,Limited,Hosteller,17,No,41,Pass
75,60,1,6.8,5.9,Medium,Medium,Unlimited,DayScholar,97,No,42,Pass
52,77,4,5.3,7.9,Low,Low,Limited,DayScholar,89,No,44,Pass
93,100,5,6.5,6.9,Low,High,Unlimited,DayScholar,64,No,62,Pass
77,81,0,7.0,8.8,Low,Low,Limited,DayScholar,113,Yes,55,Pass
85,97,7,8.9,9.8,High,Low,Unlimited,DayScholar,4,Yes,55,Pass
96,95,0,4.2,6.4,Medium,High,Limited,Hosteller,41,No,67,Pass
44,69,2,7.8,4.7,Medium,Low,Unlimited,Hosteller,82,No,26,Fail
64,96,5,5.8,5.6,Medium,Low,Unlimited,Hosteller,87,No,43,Pass
94,91,8,2.3,7.7,High,Low,Unlimited,Hosteller,12,Yes,48,Pass
87,55,6,9.2,5.0,High,High,Limited,DayScholar,14,No,48,Pass
40,53,0,6.6,5.4,Medium,Low,Limited,Hosteller,120,No,25,Fail
57,73,0,9.7,8.6,Medium,Medium,Limited,Hosteller,20,Yes,47,Pass
95,64,8,6.4,8.1,Medium,High,Unlimited,Hosteller,80,No,35,Pass
98,67,10,1.8,5.0,Medium,Low,Unlimited,DayScholar,42,No,43,Pass
33,97,4,1.1,7.1,Medium,Medium,Unlimited,Hosteller,81,No,9,Fail
39,88,3,8.9,3.6,Low,Low,Limited,Hosteller,81,No,34,Fail
51,99,4,5.6,3.2,Medium,High,Unlimited,DayScholar,91,No,29,Fail
86,78,8,7.9,8.1,Medium,High,Unlimited,DayScholar,119,No,57,Pass
61,96,4,5.2,9.9,Medium,Low,Limited,Hosteller,36,Yes,38,Pass
93,95,10,7.5,6.6,Low,Low,Limited,DayScholar,14,No,65,Pass
85,81,9,8.1,6.8,Medium,Medium,Limited,DayScholar,10,No,62,Pass
97,95,7,8.3,7.1,Low,Medium,Limited,Hosteller,74,No,72,Pass
95,57,9,1.4,8.5,Medium,Low,Limited,DayScholar,35,No,40,Pass
98,83,4,6.0,9.9,High,Medium,Unlimited,DayScholar,5,Yes,52,Pass
82,92,5,9.6,7.9,Low,Medium,Limited,Hosteller,80,Yes,62,Pass
73,91,0,3.1,5.0,Low,Medium,Limited,DayScholar,70,No,50,Pass
62,69,6,9.6,6.0,Low,Low,Unlimited,Hosteller,43,No,36,Pass
87,88,9,5.0,7.0,Medium,Medium,Limited,DayScholar,42,No,58,Pass
71,76,1,9.8,8.2,Medium,Low,Limited,DayScholar,5,No,59,Pass
91,71,7,2.9,8.8,Low,Low,Unlimited,DayScholar,115,Yes,38,Pass
100,83,4,2.7,3.8,Low,Low,Unlimited,DayScholar,100,No,67,Pass
86,100,5,6.6,3.3,Low,Low,Limited,Hosteller,74,No,50,Pass
94,99,7,0.0,4.6,High,Medium,Unlimited,DayScholar,98,No,39,Pass
54,58,5,5.9,6.2,Low,Medium,Limited,DayScholar,16,Yes,32,Fail
31,78,2,1.0,4.0,Low,Low,Unlimited,Hosteller,8,No,18,Fail
100,79,2,4.3,4.8,Low,Medium,Unlimited,Hosteller,89,No,76,Pass
96,80,9,2.5,6.6,Medium,Medium,Unlimited,DayScholar,78,Yes,45,Pass
100,93,3,2.1,6.1,High,Low,Unlimited,Hosteller,17,Yes,61,Pass
91,61,9,4.6,6.9,High,Low,Limited,DayScholar,25,No,42,Pass
85,87,4,5.6,7.9,Low,High,Limited,DayScholar,31,No,59,Pass
77,66,2,6.1,7.9,Low,High,Limited,Hosteller,20,Yes,44,Pass
30,87,7,4.9,6.9,High,Low,Limited,Hosteller,74,No,15,Fail
84,84,6,4.6,3.6,High,Low,Unlimited,DayScholar,85,Yes,40,Pass
71,65,1,0.8,6.7,Low,Low,Limited,Hosteller,53,Yes,38,Pass
80,64,8,9.6,5.5,Medium,Medium,Limited,DayScholar,112,Yes,44,Pass
92,53,6,6.5,4.2,Low,High,Unlimited,Hosteller,34,No,48,Pass
96,91,0,2.2,9.5,High,Low,Unlimited,DayScholar,113,Yes,49,Pass
90,89,4,7.9,6.8,Medium,Medium,Unlimited,DayScholar,109,No,57,Pass
79,56,5,1.7,3.3,Low,Medium,Unlimited,Hosteller,7,No,41,Pass
94,100,5,4.6,8.3,Low,Medium,Limited,DayScholar,3,Yes,68,Pass
99,86,10,5.0,9.3,Low,High,Limited,DayScholar,34,No,48,Pass
89,96,1,9.8,4.5,Low,Medium,Unlimited,DayScholar,77,No,82,Pass
58,76,1,6.1,6.2,Medium,Medium,Limited,Hosteller,116,No,44,Pass
71,100,10,3.3,7.5,Low,Low,Limited,DayScholar,65,No,38,Pass
97,84,7,1.6,6.4,Medium,High,Unlimited,Hosteller,13,No,43,Pass
66,92,6,7.7,8.9,Medium,Low,Unlimited,DayScholar,31,No,57,Pass
53,94,7,6.0,5.4,Medium,Medium,Unlimited,Hosteller,65,Yes,29,Fail
97,56,0,8.2,6.8,High,Medium,Limited,DayScholar,74,Yes,59,Pass
96,53,0,8.1,3.3,High,Medium,Limited,Hosteller,22,Yes,61,Pass
83,81,1,3.2,7.7,Medium,Medium,Limited,Hosteller,44,Yes,44,Pass
85,59,1,5.7,7.2,Low,Low,Unlimited,DayScholar,103,Yes,59,Pass
40,98,0,5.4,8.7,High,Medium,Unlimited,DayScholar,1,Yes,29,Fail
89,60,4,6.6,4.9,Medium,Medium,Unlimited,Hosteller,52,Yes,42,Pass
36,56,0,7.0,3.5,Low,Low,Limited,DayScholar,27,Yes,21,Fail
92,65,3,5.7,6.2,Low,High,Limited,DayScholar,74,No,47,Pass
33,76,3,6.7,9.4,Low,High,Unlimited,Hosteller,5,No,25,Fail
80,75,0,6.0,7.4,High,High,Limited,Hosteller,90,No,49,Pass
35,92,7,9.3,7.6,High,Low,Unlimited,Hosteller,46,Yes,11,Fail
64,62,1,8.5,4.5,Medium,Low,Unlimited,DayScholar,17,No,56,Pass
96,57,0,8.5,3.3,Low,High,Unlimited,Hosteller,62,Yes,46,Pass
81,87,6,8.2,8.6,High,Medium,Unlimited,Hosteller,89,No,50,Pass
83,88,8,5.7,3.1,Low,Low,Unlimited,Hosteller,47,Yes,48,Pass
100,77,9,8.8,5.6,Low,High,Unlimited,Hosteller,3,Yes,63,Pass
32,88,1,8.3,8.4,High,Low,Unlimited,Hosteller,53,Yes,25,Fail
43,75,2,8.1,3.7,Low,High,Limited,Hosteller,111,Yes,21,Fail
45,83,5,1.0,8.6,Low,Medium,Limited,Hosteller,21,No,32,Fail
75,61,7,2.6,6.5,Medium,Low,Unlimited,DayScholar,116,No,37,Pass
46,90,2,0.3,6.6,Medium,Medium,Unlimited,DayScholar,107,No,27,Fail
67,75,8,6.4,6.5,Low,Low,Unlimited,DayScholar,15,No,42,Pass
33,83,0,0.3,5.4,Medium,Low,Unlimited,Hosteller,28,No,12,Fail
36,97,9,9.0,7.6,Medium,Low,Limited,Hosteller,77,Yes,17,Fail
100,87,1,2.5,9.3,High,Medium,Unlimited,DayScholar,39,No,47,Pass
54,71,8,8.0,4.3,Low,Low,Limited,DayScholar,20,Yes,34,Fail
79,96,9,1.8,6.2,Low,Medium,Limited,Hosteller,50,Yes,43,Pass
66,90,4,8.6,4.0,Low,Medium,Limited,DayScholar,41,Yes,55,Pass
37,67,2,6.5,4.5,High,Low,Limited,Hosteller,116,No,15,Fail
85,89,6,3.1,3.5,Medium,High,Unlimited,Hosteller,17,Yes,41,Pass
80,65,2,1.0,5.9,Low,Medium,Unlimited,DayScholar,16,Yes,35,Pass
89,94,2,8.2,7.3,Low,Low,Unlimited,DayScholar,55,No,78,Pass
55,91,3,10.0,4.8,Low,High,Limited,DayScholar,1,Yes,46,Pass
84,52,10,8.5,6.3,Medium,Low,Limited,DayScholar,33,Yes,42,Pass
97,50,3,9.8,7.5,Low,Low,Unlimited,DayScholar,92,No,62,Pass
90,88,1,0.0,4.6,High,Low,Limited,Hosteller,112,No,56,Pass
95,59,6,8.7,6.5,Low,High,Unlimited,Hosteller,114,Yes,50,Pass
39,76,1,9.0,7.3,Low,Low,Unlimited,Hosteller,63,No,40,Pass
71,93,4,0.5,4.8,Low,Low,Unlimited,Hosteller,81,Yes,40,Pass
45,51,1,3.7,5.0,Medium,Medium,Unlimited,DayScholar,56,Yes,23,Fail
100,74,5,0.5,3.3,Medium,High,Limited,DayScholar,9,No,47,Pass
35,92,8,8.3,5.2,Low,Medium,Unlimited,Hosteller,120,No,15,Fail
80,63,1,3.0,9.2,Low,Low,Unlimited,Hosteller,11,No,53,Pass
99,57,1,5.3,7.0,Medium,High,Limited,DayScholar,19,Yes,50,Pass
40,75,9,5.5,7.2,High,Low,Limited,Hosteller,57,No,19,Fail
81,86,9,4.6,4.1,Medium,Medium,Unlimited,Hosteller,56,No,52,Pass
98,94,6,9.9,7.7,High,High,Unlimited,Hosteller,55,Yes,48,Pass
52,95,3,5.5,3.5,Low,Low,Unlimited,DayScholar,112,No,27,Fail
41,87,1,8.4,8.7,Medium,Medium,Unlimited,DayScholar,91,Yes,33,Fail
85,51,6,8.8,3.4,Low,Low,Limited,Hosteller,23,No,52,Pass
60,54,2,8.9,4.1,Medium,Low,Limited,Hosteller,70,No,35,Pass
76,77,3,3.2,7.6,Medium,High,Limited,Hosteller,84,No,43,Pass
88,92,8,8.3,7.9,Low,High,Limited,DayScholar,116,Yes,43,Pass
54,75,7,6.9,8.0,Low,Medium,Limited,Hosteller,30,No,38,Pass
95,70,7,9.2,3.2,High,Low,Unlimited,DayScholar,71,Yes,42,Pass
100,79,10,9.1,3.0,Low,Low,Limited,DayScholar,19,No,67,Pass
99,58,8,5.4,5.7,Medium,Medium,Unlimited,Hosteller,58,No,53,Pass
74,69,3,8.8,4.8,High,Medium,Limited,Hosteller,69,No,39,Pass
86,84,9,5.5,6.2,Medium,High,Unlimited,Hosteller,69,No,43,Pass
70,66,7,8.4,7.5,Medium,Medium,Limited,Hosteller,26,Yes,35,Pass
57,84,2,6.1,7.7,Low,Low,Limited,Hosteller,54,No,49,Pass
67,91,1,2.4,9.2,Low,Low,Limited,Hosteller,77,No,42,Pass
96,99,9,6.4,4.8,Low,Low,Limited,Hosteller,67,No,54,Pass
100,62,6,7.3,9.7,High,Low,Unlimited,Hosteller,2,No,55,Pass
89,100,2,9.5,3.4,High,Low,Unlimited,Hosteller,92,Yes,46,Pass
84,69,5,7.2,7.5,Medium,High,Unlimited,DayScholar,99,Yes,41,Pass
81,85,4,4.0,6.7,Medium,Medium,Unlimited,Hosteller,62,Yes,38,Pass
96,90,6,8.0,6.6,Low,Low,Limited,DayScholar,106,No,78,Pass
88,93,10,9.7,7.0,Low,High,Limited,DayScholar,24,Yes,49,Pass
81,99,7,1.6,7.7,Medium,Low,Limited,DayScholar,39,No,43,Pass
90,77,4,7.4,9.7,Low,Low,Limited,DayScholar,37,Yes,54,Pass
